check_id,run_id,layer_name,table_name,check_name,check_category,severity,status,expected_value,actual_value,failed_row_count,dq_issue_reason,checked_at
local-4baf1391-88eb-5436-87fb-053bf01b34e1_silver_support_tickets_required_key_not_null,local-4baf1391-88eb-5436-87fb-053bf01b34e1,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-27 14:17:42+00:00
local-4baf1391-88eb-5436-87fb-053bf01b34e1_silver_support_tickets_dq_status_valid_or_rejected,local-4baf1391-88eb-5436-87fb-053bf01b34e1,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-27 14:17:42+00:00
local-4baf1391-88eb-5436-87fb-053bf01b34e1_gold_fact_orders_foreign_keys_not_null,local-4baf1391-88eb-5436-87fb-053bf01b34e1,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-27 14:17:42+00:00
local-4baf1391-88eb-5436-87fb-053bf01b34e1_gold_fact_ad_spend_foreign_keys_not_null,local-4baf1391-88eb-5436-87fb-053bf01b34e1,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-27 14:17:42+00:00
local-4baf1391-88eb-5436-87fb-053bf01b34e1_gold_fact_support_tickets_foreign_keys_not_null,local-4baf1391-88eb-5436-87fb-053bf01b34e1,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-27 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_customers_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,customers,required_key_not_null,completeness,critical,failed,0 failed rows,2 failed rows,2,required_key_not_null,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_customers_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_products_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_products_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_campaigns_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_campaigns_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_orders_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_orders_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_ad_spend_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_ad_spend_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_support_tickets_required_key_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_support_tickets_dq_status_valid_or_rejected,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_gold_fact_orders_foreign_keys_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_gold_fact_ad_spend_foreign_keys_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_gold_fact_support_tickets_foreign_keys_not_null,local-6924352b-66e5-554b-841d-cd4de75038e1,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-28 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_customers_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_customers_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_products_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_products_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_campaigns_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_campaigns_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_orders_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_orders_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_ad_spend_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_ad_spend_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_support_tickets_required_key_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_support_tickets_dq_status_valid_or_rejected,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_gold_fact_orders_foreign_keys_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_gold_fact_ad_spend_foreign_keys_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_gold_fact_support_tickets_foreign_keys_not_null,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-29 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_customers_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_customers_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_products_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_products_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_campaigns_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_campaigns_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_orders_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_orders_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_ad_spend_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_ad_spend_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_support_tickets_required_key_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_support_tickets_dq_status_valid_or_rejected,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_gold_fact_orders_foreign_keys_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_gold_fact_ad_spend_foreign_keys_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_gold_fact_support_tickets_foreign_keys_not_null,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-30 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_customers_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_customers_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,customers,dq_status_valid_or_rejected,validity,warning,failed,0 failed rows,4 failed rows,4,dq_status_valid_or_rejected,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_products_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_products_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_campaigns_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_campaigns_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_orders_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_orders_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_ad_spend_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_ad_spend_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_support_tickets_required_key_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_support_tickets_dq_status_valid_or_rejected,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_gold_fact_orders_foreign_keys_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_gold_fact_ad_spend_foreign_keys_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_gold_fact_support_tickets_foreign_keys_not_null,local-51caea17-be1e-5c1d-b668-b0c9ce504547,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-07-31 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_customers_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_customers_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_products_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_products_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_campaigns_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_campaigns_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_orders_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_orders_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_ad_spend_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_ad_spend_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_support_tickets_required_key_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_support_tickets_dq_status_valid_or_rejected,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_gold_fact_orders_foreign_keys_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_gold_fact_ad_spend_foreign_keys_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_gold_fact_support_tickets_foreign_keys_not_null,local-abf000a5-73a7-5e72-8202-69d2970870eb,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-01 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_customers_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_customers_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_products_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_products_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_campaigns_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_campaigns_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_orders_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,orders,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_orders_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,orders,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_ad_spend_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,ad_spend,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_ad_spend_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,ad_spend,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_support_tickets_required_key_not_null,local-3025b486-170a-5870-8777-ea251364db5a,silver,support_tickets,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_support_tickets_dq_status_valid_or_rejected,local-3025b486-170a-5870-8777-ea251364db5a,silver,support_tickets,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_gold_fact_orders_foreign_keys_not_null,local-3025b486-170a-5870-8777-ea251364db5a,gold,fact_orders,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_gold_fact_ad_spend_foreign_keys_not_null,local-3025b486-170a-5870-8777-ea251364db5a,gold,fact_ad_spend,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_gold_fact_support_tickets_foreign_keys_not_null,local-3025b486-170a-5870-8777-ea251364db5a,gold,fact_support_tickets,foreign_keys_not_null,referential_integrity,critical,passed,0 failed rows,0 failed rows,0,,2026-08-02 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_customers_required_key_not_null,local-19a62400-3b61-4963-85c9-360231d0387e,silver,customers,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_customers_dq_status_valid_or_rejected,local-19a62400-3b61-4963-85c9-360231d0387e,silver,customers,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_products_required_key_not_null,local-19a62400-3b61-4963-85c9-360231d0387e,silver,products,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_products_dq_status_valid_or_rejected,local-19a62400-3b61-4963-85c9-360231d0387e,silver,products,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_campaigns_required_key_not_null,local-19a62400-3b61-4963-85c9-360231d0387e,silver,campaigns,required_key_not_null,completeness,critical,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_campaigns_dq_status_valid_or_rejected,local-19a62400-3b61-4963-85c9-360231d0387e,silver,campaigns,dq_status_valid_or_rejected,validity,warning,passed,0 failed rows,0 failed rows,0,,2026-08-03 14:17:42+00:00
