reconciliation_id,run_id,source_layer,target_layer,source_table,target_table,source_row_count,target_row_count,row_count_difference,reconciliation_status,checked_at
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_gold_orders,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,gold,silver_orders,fact_orders,10000,9998,2,mismatch,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_gold_ad_spend,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-07-28 14:17:42+00:00
local-6924352b-66e5-554b-841d-cd4de75038e1_silver_gold_support_tickets,local-6924352b-66e5-554b-841d-cd4de75038e1,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-07-28 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_customers,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_customers,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_products,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_products,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_campaigns,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_campaigns,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_orders,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_orders,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_ad_spend,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_ad_spend,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_source_bronze_support_tickets,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_bronze_silver_support_tickets,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_gold_orders,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_gold_ad_spend,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-07-29 14:17:42+00:00
local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba_silver_gold_support_tickets,local-33e0e9d1-c3a4-59a5-b086-0b3b967e38ba,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-07-29 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_customers,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_customers,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_products,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_products,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_campaigns,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_campaigns,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_orders,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_orders,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_ad_spend,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_ad_spend,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_source_bronze_support_tickets,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_bronze_silver_support_tickets,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_gold_orders,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_gold_ad_spend,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-07-30 14:17:42+00:00
local-bf914f70-e30f-54ef-9cff-b9d7168b3a14_silver_gold_support_tickets,local-bf914f70-e30f-54ef-9cff-b9d7168b3a14,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-07-30 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_customers,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_customers,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_products,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_products,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_campaigns,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_campaigns,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_orders,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_orders,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_ad_spend,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_ad_spend,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_source_bronze_support_tickets,local-51caea17-be1e-5c1d-b668-b0c9ce504547,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_bronze_silver_support_tickets,local-51caea17-be1e-5c1d-b668-b0c9ce504547,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_gold_orders,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_gold_ad_spend,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-07-31 14:17:42+00:00
local-51caea17-be1e-5c1d-b668-b0c9ce504547_silver_gold_support_tickets,local-51caea17-be1e-5c1d-b668-b0c9ce504547,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-07-31 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_customers,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_customers,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_products,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_products,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_campaigns,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_campaigns,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_orders,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_orders,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_ad_spend,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_ad_spend,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_source_bronze_support_tickets,local-abf000a5-73a7-5e72-8202-69d2970870eb,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_bronze_silver_support_tickets,local-abf000a5-73a7-5e72-8202-69d2970870eb,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_gold_orders,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_gold_ad_spend,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-08-01 14:17:42+00:00
local-abf000a5-73a7-5e72-8202-69d2970870eb_silver_gold_support_tickets,local-abf000a5-73a7-5e72-8202-69d2970870eb,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-08-01 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_customers,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_customers,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_products,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_products,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_campaigns,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_campaigns,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_orders,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_orders,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_ad_spend,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_ad_spend,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_source_bronze_support_tickets,local-3025b486-170a-5870-8777-ea251364db5a,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_bronze_silver_support_tickets,local-3025b486-170a-5870-8777-ea251364db5a,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_gold_orders,local-3025b486-170a-5870-8777-ea251364db5a,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_gold_ad_spend,local-3025b486-170a-5870-8777-ea251364db5a,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-08-02 14:17:42+00:00
local-3025b486-170a-5870-8777-ea251364db5a_silver_gold_support_tickets,local-3025b486-170a-5870-8777-ea251364db5a,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-08-02 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_customers,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,customers.csv,bronze_customers_raw,1000,1000,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_customers,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_customers_raw,silver_customers,1000,1000,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_products,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,products.csv,bronze_products_raw,12,12,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_products,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_products_raw,silver_products,12,12,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_campaigns,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,campaigns.csv,bronze_campaigns_raw,36,36,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_campaigns,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_campaigns_raw,silver_campaigns,36,36,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_orders,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,orders.csv,bronze_orders_raw,10000,10000,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_orders,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_orders_raw,silver_orders,10000,10000,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_ad_spend,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,ad_spend.csv,bronze_ad_spend_raw,918,918,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_ad_spend,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_ad_spend_raw,silver_ad_spend,918,918,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_source_bronze_support_tickets,local-19a62400-3b61-4963-85c9-360231d0387e,source,bronze,support_tickets.csv,bronze_support_tickets_raw,1450,1450,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_bronze_silver_support_tickets,local-19a62400-3b61-4963-85c9-360231d0387e,bronze,silver,bronze_support_tickets_raw,silver_support_tickets,1450,1450,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_gold_orders,local-19a62400-3b61-4963-85c9-360231d0387e,silver,gold,silver_orders,fact_orders,10000,10000,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_gold_ad_spend,local-19a62400-3b61-4963-85c9-360231d0387e,silver,gold,silver_ad_spend,fact_ad_spend,918,918,0,matched,2026-08-03 14:17:42+00:00
local-19a62400-3b61-4963-85c9-360231d0387e_silver_gold_support_tickets,local-19a62400-3b61-4963-85c9-360231d0387e,silver,gold,silver_support_tickets,fact_support_tickets,1450,1450,0,matched,2026-08-03 14:17:42+00:00
