order_id,customer_id,product_id,order_date,quantity,unit_price,discount_amount,tax_amount,total_amount,payment_status,refund_flag,campaign_id,updated_at
ORD-00003162,CUST-000473,PROD-004,2025-10-03,1,199.0,0.0,15.92,214.92,Paid,False,CMP-0027,2025-10-04 00:00:00
ORD-00003163,CUST-000065,PROD-001,2025-04-28,4,49.0,19.6,14.11,190.51,Paid,False,,2025-06-05 00:00:00
ORD-00003164,CUST-000594,PROD-001,2025-02-01,1,49.0,0.0,3.92,52.92,Pending,False,,2025-03-10 00:00:00
ORD-00003165,CUST-000438,PROD-006,2025-07-10,3,79.0,0.0,18.96,255.96,Paid,False,,2025-08-21 00:00:00
ORD-00003166,CUST-000394,PROD-012,2025-10-17,1,189.0,9.45,14.36,193.91,Paid,False,,2025-11-11 00:00:00
ORD-00003167,CUST-000110,PROD-004,2024-09-17,4,199.0,39.8,60.5,816.7,Paid,False,CMP-0034,2024-10-31 00:00:00
ORD-00003168,CUST-000505,PROD-003,2024-11-16,1,399.0,0.0,31.92,430.92,Paid,False,CMP-0010,2024-12-04 00:00:00
ORD-00003169,CUST-000580,PROD-004,2025-06-03,1,199.0,29.85,13.53,182.68,Paid,False,CMP-0028,2025-06-10 00:00:00
ORD-00003170,CUST-000106,PROD-012,2025-01-28,1,189.0,18.9,13.61,183.71,Paid,True,,2025-01-28 00:00:00
ORD-00003171,CUST-000635,PROD-008,2025-11-22,2,599.0,0.0,95.84,1293.84,Paid,False,CMP-0005,2025-12-17 00:00:00
ORD-00003172,CUST-000168,PROD-008,2025-11-09,4,599.0,0.0,191.68,2587.68,Paid,False,CMP-0010,2025-11-11 00:00:00
ORD-00003173,CUST-000146,PROD-003,2025-04-23,2,399.0,119.7,54.26,732.56,Paid,False,,2025-04-30 00:00:00
ORD-00003174,CUST-000402,PROD-011,2025-11-01,2,699.0,279.6,89.47,1207.87,Paid,False,CMP-0019,2025-12-15 00:00:00
ORD-00003175,CUST-000390,PROD-003,2025-12-11,3,399.0,59.85,90.97,1228.12,Paid,False,,2025-12-23 00:00:00
ORD-00003176,CUST-000915,PROD-012,2024-12-25,2,189.0,37.8,27.22,367.42,Paid,False,CMP-0021,2025-01-01 00:00:00
ORD-00003177,CUST-000068,PROD-012,2025-11-25,4,189.0,0.0,60.48,816.48,Paid,False,,2025-12-31 00:00:00
ORD-00003178,CUST-000350,PROD-007,2025-06-01,1,249.0,0.0,19.92,268.92,Paid,False,,2025-06-15 00:00:00
ORD-00003179,CUST-000735,PROD-011,2025-05-23,1,699.0,104.85,47.53,641.68,Paid,False,,2025-07-02 00:00:00
ORD-00003180,CUST-000250,PROD-012,2025-04-01,1,189.0,9.45,14.36,193.91,Paid,False,CMP-0001,2025-04-13 00:00:00
ORD-00003181,CUST-000982,PROD-007,2025-09-02,1,249.0,0.0,19.92,268.92,Paid,False,CMP-0031,2025-09-23 00:00:00
ORD-00003182,CUST-000743,PROD-010,2025-12-30,1,129.0,6.45,9.8,132.35,Paid,True,,2025-12-31 00:00:00
ORD-00003183,CUST-000947,PROD-008,2025-03-14,1,599.0,0.0,47.92,646.92,Failed,False,CMP-0032,2025-04-17 00:00:00
ORD-00003184,CUST-000950,PROD-007,2025-11-11,1,249.0,0.0,19.92,268.92,Paid,False,CMP-0023,2025-12-22 00:00:00
ORD-00003185,CUST-000110,PROD-005,2025-10-22,1,499.0,24.95,37.92,511.97,Paid,False,,2025-10-31 00:00:00
ORD-00003186,CUST-000460,PROD-008,2024-10-21,3,599.0,0.0,143.76,1940.76,Paid,False,,2024-11-20 00:00:00
ORD-00003187,CUST-000745,PROD-004,2025-03-05,1,199.0,0.0,15.92,214.92,Paid,False,,2025-03-25 00:00:00
ORD-00003188,CUST-000009,PROD-003,2025-08-13,2,399.0,0.0,63.84,861.84,Paid,False,,2025-09-21 00:00:00
ORD-00003189,CUST-000453,PROD-004,2024-10-28,1,199.0,0.0,15.92,214.92,Paid,False,,2024-10-28 00:00:00
ORD-00003190,CUST-000689,PROD-001,2025-06-13,4,49.0,29.4,13.33,179.93,Paid,False,,2025-07-27 00:00:00
ORD-00003191,CUST-000793,PROD-012,2025-12-12,1,189.0,0.0,15.12,204.12,Paid,False,,2026-01-16 00:00:00
ORD-00003192,CUST-000416,PROD-004,2025-01-30,2,199.0,0.0,31.84,429.84,Paid,False,CMP-0001,2025-02-22 00:00:00
ORD-00003193,CUST-000864,PROD-010,2025-06-27,3,129.0,38.7,27.86,376.16,Paid,False,CMP-0032,2025-07-09 00:00:00
ORD-00003194,CUST-000674,PROD-006,2025-02-26,5,79.0,59.25,26.86,362.61,Paid,False,CMP-0015,2025-03-10 00:00:00
ORD-00003195,CUST-000046,PROD-005,2025-12-31,4,499.0,199.6,143.71,1940.11,Paid,False,CMP-0031,2026-01-01 00:00:00
ORD-00003196,CUST-000278,PROD-003,2025-08-27,2,399.0,159.6,51.07,689.47,Paid,False,,2025-08-30 00:00:00
ORD-00003197,CUST-000938,PROD-010,2025-12-19,1,129.0,6.45,9.8,132.35,Paid,False,,2026-01-04 00:00:00
ORD-00003198,CUST-000003,PROD-007,2025-03-02,1,249.0,24.9,17.93,242.03,Pending,False,CMP-0012,2025-03-30 00:00:00
ORD-00003199,CUST-000109,PROD-006,2024-12-11,1,79.0,0.0,6.32,85.32,Paid,False,,2024-12-27 00:00:00
ORD-00003200,CUST-000345,PROD-008,2025-08-24,1,599.0,0.0,47.92,646.92,Paid,False,CMP-0019,2025-08-27 00:00:00
ORD-00003201,CUST-000994,PROD-010,2025-10-23,4,129.0,0.0,41.28,557.28,Paid,False,,2025-11-25 00:00:00
ORD-00003202,CUST-000705,PROD-008,2024-03-01,1,599.0,59.9,43.13,582.23,Paid,False,,2024-03-06 00:00:00
ORD-00003203,CUST-000148,PROD-006,2025-12-23,2,79.0,7.9,12.01,162.11,Paid,False,CMP-0005,2026-01-08 00:00:00
ORD-00003204,CUST-000394,PROD-011,2024-08-03,1,699.0,69.9,50.33,679.43,Paid,False,CMP-0017,2024-09-16 00:00:00
ORD-00003205,CUST-000940,PROD-011,2024-08-29,1,699.0,34.95,53.12,717.17,Paid,False,CMP-0016,2024-09-11 00:00:00
ORD-00003206,CUST-000220,PROD-012,2025-11-28,1,189.0,18.9,13.61,183.71,Paid,False,CMP-0008,2025-12-14 00:00:00
ORD-00003207,CUST-000576,PROD-002,2025-08-22,2,149.0,0.0,23.84,321.84,Paid,False,,2025-08-22 00:00:00
ORD-00003208,CUST-000465,PROD-011,2025-08-13,1,699.0,0.0,55.92,754.92,Paid,False,CMP-0018,2025-08-14 00:00:00
ORD-00003209,CUST-000761,PROD-003,2024-06-27,5,399.0,99.75,151.62,2046.87,Paid,False,CMP-0018,2024-08-01 00:00:00
ORD-00003210,CUST-000753,PROD-008,2025-05-16,2,599.0,0.0,95.84,1293.84,Paid,False,CMP-0019,2025-05-27 00:00:00
ORD-00003211,CUST-000834,PROD-008,2025-04-11,1,599.0,89.85,40.73,549.88,Paid,False,CMP-0025,2025-04-14 00:00:00
ORD-00003212,CUST-000120,PROD-003,2025-10-14,2,399.0,0.0,63.84,861.84,Paid,False,CMP-0023,2025-11-24 00:00:00
ORD-00003213,CUST-000454,PROD-001,2025-06-21,5,49.0,0.0,19.6,264.6,Paid,False,CMP-0031,2025-07-06 00:00:00
ORD-00003214,CUST-000692,PROD-012,2025-06-30,1,189.0,9.45,14.36,193.91,Paid,False,,2025-07-04 00:00:00
ORD-00003215,CUST-000419,PROD-011,2025-08-21,1,699.0,0.0,55.92,754.92,Paid,False,,2025-09-01 00:00:00
ORD-00003216,CUST-000668,PROD-003,2025-12-26,2,399.0,39.9,60.65,818.75,Paid,False,CMP-0013,2026-01-01 00:00:00
ORD-00003217,CUST-000636,PROD-008,2025-06-29,1,599.0,0.0,47.92,646.92,Paid,False,,2025-08-11 00:00:00
ORD-00003218,CUST-000371,PROD-002,2024-04-15,2,149.0,0.0,23.84,321.84,Failed,False,CMP-0034,2024-05-21 00:00:00
ORD-00003219,CUST-000101,PROD-007,2025-12-06,1,249.0,24.9,17.93,242.03,Paid,False,CMP-0007,2026-01-02 00:00:00
ORD-00003220,CUST-000971,PROD-004,2025-05-20,4,199.0,0.0,63.68,859.68,Paid,False,CMP-0008,2025-06-22 00:00:00
ORD-00003221,CUST-000826,PROD-010,2025-10-08,4,129.0,25.8,39.22,529.42,Pending,False,CMP-0034,2025-10-09 00:00:00
ORD-00003222,CUST-000895,PROD-007,2025-12-20,1,249.0,0.0,19.92,268.92,Paid,False,,2026-01-09 00:00:00
ORD-00003223,CUST-000300,PROD-006,2025-11-15,2,79.0,7.9,12.01,162.11,Paid,False,CMP-0018,2025-12-16 00:00:00
ORD-00003224,CUST-000317,PROD-009,2025-08-12,1,299.0,0.0,23.92,322.92,Paid,False,CMP-0031,2025-09-15 00:00:00
ORD-00003225,CUST-000324,PROD-006,2025-06-22,2,79.0,0.0,12.64,170.64,Paid,False,CMP-0003,2025-08-01 00:00:00
ORD-00003226,CUST-000032,PROD-001,2025-12-15,2,49.0,9.8,7.06,95.26,Failed,False,CMP-0032,2026-01-20 00:00:00
ORD-00003227,CUST-000170,PROD-008,2025-12-20,5,599.0,149.75,227.62,3072.87,Failed,False,,2026-01-19 00:00:00
ORD-00003228,CUST-000309,PROD-010,2024-11-13,1,129.0,19.35,8.77,118.42,Paid,False,CMP-0032,2024-11-20 00:00:00
ORD-00003229,CUST-000988,PROD-006,2025-09-14,2,79.0,15.8,11.38,153.58,Paid,False,CMP-0002,2025-10-08 00:00:00
ORD-00003230,CUST-000205,PROD-003,2025-02-05,5,399.0,99.75,151.62,2046.87,Paid,False,CMP-0007,2025-03-01 00:00:00
ORD-00003231,CUST-000508,PROD-001,2025-09-11,1,49.0,0.0,3.92,52.92,Paid,False,CMP-0023,2025-09-26 00:00:00
ORD-00003232,CUST-000548,PROD-004,2025-04-15,1,199.0,19.9,14.33,193.43,Paid,False,,2025-05-13 00:00:00
ORD-00003233,CUST-000360,PROD-010,2024-09-29,3,129.0,0.0,30.96,417.96,Paid,False,,2024-10-27 00:00:00
ORD-00003234,CUST-000919,PROD-004,2025-11-28,1,199.0,19.9,14.33,193.43,Paid,False,,2026-01-02 00:00:00
ORD-00003235,CUST-000094,PROD-012,2024-06-17,1,189.0,9.45,14.36,193.91,Paid,False,CMP-0017,2024-06-18 00:00:00
ORD-00003236,CUST-000871,PROD-004,2025-03-13,5,199.0,0.0,79.6,1074.6,Paid,False,,2025-03-22 00:00:00
ORD-00003237,CUST-000744,PROD-006,2025-12-20,2,79.0,15.8,11.38,153.58,Paid,False,CMP-0025,2025-12-30 00:00:00
ORD-00003238,CUST-000306,PROD-010,2024-12-30,1,129.0,12.9,9.29,125.39,Paid,False,CMP-0022,2025-01-09 00:00:00
ORD-00003239,CUST-000768,PROD-008,2025-12-27,4,599.0,0.0,191.68,2587.68,Paid,False,,2026-02-07 00:00:00
ORD-00003240,CUST-000429,PROD-001,2025-08-02,2,49.0,4.9,7.45,100.55,Paid,False,CMP-0022,2025-08-16 00:00:00
ORD-00003241,CUST-000971,PROD-001,2025-12-23,2,49.0,0.0,7.84,105.84,Paid,False,,2026-01-24 00:00:00
ORD-00003242,CUST-000037,PROD-003,2025-10-23,5,399.0,99.75,151.62,2046.87,Pending,True,,2025-12-02 00:00:00
ORD-00003243,CUST-000030,PROD-011,2025-02-22,1,699.0,104.85,47.53,641.68,Paid,False,CMP-0025,2025-02-26 00:00:00
ORD-00003244,CUST-000545,PROD-001,2025-12-13,2,49.0,0.0,7.84,105.84,Paid,False,,2026-01-18 00:00:00
ORD-00003245,CUST-000932,PROD-001,2025-05-07,2,49.0,0.0,7.84,105.84,Paid,False,,2025-06-06 00:00:00
ORD-00003246,CUST-000064,PROD-010,2025-06-19,1,129.0,0.0,10.32,139.32,Paid,False,,2025-08-03 00:00:00
ORD-00003247,CUST-000778,PROD-008,2025-12-23,1,599.0,89.85,40.73,549.88,Paid,False,CMP-0013,2026-02-02 00:00:00
ORD-00003248,CUST-000939,PROD-012,2025-12-08,1,189.0,0.0,15.12,204.12,Paid,False,,2025-12-21 00:00:00
ORD-00003249,CUST-000487,PROD-003,2025-05-24,1,399.0,19.95,30.32,409.37,Paid,False,CMP-0005,2025-06-23 00:00:00
ORD-00003250,CUST-000867,PROD-008,2025-02-06,1,599.0,59.9,43.13,582.23,Paid,False,CMP-0036,2025-02-15 00:00:00
ORD-00003251,CUST-000757,PROD-002,2025-12-16,2,149.0,29.8,21.46,289.66,Paid,False,CMP-0010,2026-01-12 00:00:00
ORD-00003252,CUST-000215,PROD-008,2025-04-22,5,599.0,0.0,239.6,3234.6,Paid,False,CMP-0033,2025-06-05 00:00:00
ORD-00003253,CUST-000855,PROD-002,2025-09-08,1,149.0,0.0,11.92,160.92,Paid,False,CMP-0023,2025-09-30 00:00:00
ORD-00003254,CUST-000700,PROD-011,2024-11-27,1,699.0,139.8,44.74,603.94,Paid,False,,2025-01-10 00:00:00
ORD-00003255,CUST-000013,PROD-005,2024-11-26,1,499.0,0.0,39.92,538.92,Paid,False,CMP-0036,2024-12-23 00:00:00
ORD-00003256,CUST-000569,PROD-004,2025-06-22,1,199.0,0.0,15.92,214.92,Pending,False,CMP-0001,2025-08-02 00:00:00
ORD-00003257,CUST-000655,PROD-012,2025-11-24,2,189.0,0.0,30.24,408.24,Paid,False,CMP-0030,2026-01-03 00:00:00
ORD-00003258,CUST-000802,PROD-001,2025-10-13,2,49.0,9.8,7.06,95.26,Paid,False,,2025-10-14 00:00:00
ORD-00003259,CUST-000772,PROD-010,2024-11-10,2,129.0,38.7,17.54,236.84,Pending,False,CMP-0029,2024-11-24 00:00:00
ORD-00003260,CUST-000476,PROD-007,2025-02-20,4,249.0,0.0,79.68,1075.68,Paid,False,,2025-02-23 00:00:00
ORD-00003261,CUST-000299,PROD-009,2025-04-23,2,299.0,0.0,47.84,645.84,Paid,False,CMP-0013,2025-05-28 00:00:00
ORD-00003262,CUST-000192,PROD-004,2025-07-05,2,199.0,19.9,30.25,408.35,Paid,False,CMP-0006,2025-08-07 00:00:00
ORD-00003263,CUST-000090,PROD-011,2024-08-01,5,699.0,0.0,279.6,3774.6,Paid,False,,2024-08-30 00:00:00
ORD-00003264,CUST-000640,PROD-006,2025-09-21,1,79.0,11.85,5.37,72.52,Paid,False,,2025-09-25 00:00:00
ORD-00003265,CUST-000960,PROD-006,2025-04-21,1,79.0,0.0,6.32,85.32,Paid,False,,2025-04-27 00:00:00
ORD-00003266,CUST-000081,PROD-006,2025-09-04,1,79.0,0.0,6.32,85.32,Paid,False,CMP-0035,2025-10-12 00:00:00
ORD-00003267,CUST-000703,PROD-004,2024-07-26,1,199.0,0.0,15.92,214.92,Paid,False,CMP-0003,2024-08-05 00:00:00
ORD-00003268,CUST-000585,PROD-004,2025-12-15,4,199.0,0.0,63.68,859.68,Paid,True,CMP-0008,2026-01-10 00:00:00
ORD-00003269,CUST-000172,PROD-002,2025-11-21,5,149.0,0.0,59.6,804.6,Paid,True,,2025-12-31 00:00:00
ORD-00003270,CUST-000213,PROD-006,2025-03-28,2,79.0,15.8,11.38,153.58,Paid,False,CMP-0035,2025-04-11 00:00:00
ORD-00003271,CUST-000285,PROD-006,2025-08-01,1,79.0,0.0,6.32,85.32,Paid,False,,2025-08-15 00:00:00
ORD-00003272,CUST-000685,PROD-005,2025-04-06,4,499.0,99.8,151.7,2047.9,Paid,False,,2025-04-14 00:00:00
ORD-00003273,CUST-000299,PROD-012,2025-12-17,5,189.0,0.0,75.6,1020.6,Pending,False,,2026-01-04 00:00:00
ORD-00003274,CUST-000829,PROD-002,2025-07-30,2,149.0,0.0,23.84,321.84,Paid,False,CMP-0027,2025-08-26 00:00:00
ORD-00003275,CUST-000370,PROD-011,2024-10-11,3,699.0,0.0,167.76,2264.76,Paid,False,CMP-0028,2024-10-26 00:00:00
ORD-00003276,CUST-000110,PROD-011,2025-06-23,2,699.0,69.9,106.25,1434.35,Pending,False,CMP-0024,2025-07-04 00:00:00
ORD-00003277,CUST-000096,PROD-001,2025-10-07,2,49.0,0.0,7.84,105.84,Paid,False,CMP-0017,2025-11-01 00:00:00
ORD-00003278,CUST-000401,PROD-009,2024-05-20,1,299.0,29.9,21.53,290.63,Paid,False,,2024-05-22 00:00:00
ORD-00003279,CUST-000408,PROD-003,2025-08-06,1,399.0,0.0,31.92,430.92,Paid,False,,2025-08-09 00:00:00
ORD-00003280,CUST-000734,PROD-001,2024-08-17,1,49.0,0.0,3.92,52.92,Paid,False,CMP-0017,2024-09-15 00:00:00
ORD-00003281,CUST-000479,PROD-011,2025-06-08,1,699.0,0.0,55.92,754.92,Paid,False,,2025-06-28 00:00:00
ORD-00003282,CUST-000164,PROD-002,2025-12-30,4,149.0,29.8,45.3,611.5,Paid,False,,2026-02-12 00:00:00
ORD-00003283,CUST-000214,PROD-004,2025-08-30,4,199.0,0.0,63.68,859.68,Paid,False,CMP-0011,2025-09-21 00:00:00
ORD-00003284,CUST-000567,PROD-002,2025-10-01,1,149.0,0.0,11.92,160.92,Paid,True,CMP-0024,2025-10-16 00:00:00
ORD-00003285,CUST-000335,PROD-002,2025-07-17,1,149.0,0.0,11.92,160.92,Paid,False,,2025-08-23 00:00:00
ORD-00003286,CUST-000672,PROD-001,2025-09-23,2,49.0,0.0,7.84,105.84,Paid,False,,2025-09-27 00:00:00
ORD-00003287,CUST-000924,PROD-011,2025-06-02,4,699.0,0.0,223.68,3019.68,Paid,False,,2025-06-11 00:00:00
ORD-00003288,CUST-000355,PROD-001,2024-08-29,2,49.0,4.9,7.45,100.55,Paid,False,CMP-0022,2024-10-03 00:00:00
ORD-00003289,CUST-000552,PROD-010,2025-08-27,4,129.0,25.8,39.22,529.42,Paid,False,CMP-0028,2025-09-13 00:00:00
ORD-00003290,CUST-000832,PROD-002,2025-12-18,3,149.0,0.0,35.76,482.76,Failed,False,,2026-01-07 00:00:00
ORD-00003291,CUST-000211,PROD-011,2025-07-07,3,699.0,0.0,167.76,2264.76,Paid,False,CMP-0034,2025-07-31 00:00:00
ORD-00003292,CUST-000511,PROD-011,2025-06-23,2,699.0,0.0,111.84,1509.84,Paid,False,,2025-07-20 00:00:00
ORD-00003293,CUST-000306,PROD-008,2025-04-11,1,599.0,119.8,38.34,517.54,Paid,False,CMP-0032,2025-05-18 00:00:00
ORD-00003294,CUST-000627,PROD-010,2025-12-22,1,129.0,12.9,9.29,125.39,Paid,False,CMP-0028,2026-01-17 00:00:00
ORD-00003295,CUST-000744,PROD-004,2025-12-21,3,199.0,0.0,47.76,644.76,Paid,False,,2026-01-22 00:00:00
ORD-00003296,CUST-000141,PROD-010,2025-10-22,1,129.0,25.8,8.26,111.46,Paid,False,CMP-0004,2025-11-27 00:00:00
ORD-00003297,CUST-000188,PROD-003,2024-11-30,3,399.0,0.0,95.76,1292.76,Paid,False,CMP-0010,2024-12-02 00:00:00
ORD-00003298,CUST-000024,PROD-008,2025-11-02,1,599.0,0.0,47.92,646.92,Pending,False,CMP-0013,2025-11-25 00:00:00
ORD-00003299,CUST-000013,PROD-012,2025-06-01,1,189.0,28.35,12.85,173.5,Paid,False,CMP-0019,2025-06-17 00:00:00
ORD-00003300,CUST-000051,PROD-009,2024-11-10,3,299.0,89.7,64.58,871.88,Paid,False,CMP-0015,2024-11-27 00:00:00
ORD-00003301,CUST-000707,PROD-004,2025-11-05,5,199.0,0.0,79.6,1074.6,Pending,False,CMP-0016,2025-11-15 00:00:00
ORD-00003302,CUST-000904,PROD-009,2025-09-22,2,299.0,29.9,45.45,613.55,Paid,False,,2025-10-25 00:00:00
ORD-00003303,CUST-000410,PROD-011,2024-04-12,1,699.0,139.8,44.74,603.94,Paid,False,CMP-0015,2024-04-17 00:00:00
ORD-00003304,CUST-000883,PROD-011,2025-04-09,2,699.0,0.0,111.84,1509.84,Paid,False,CMP-0021,2025-04-14 00:00:00
ORD-00003305,CUST-000730,PROD-009,2025-04-09,5,299.0,0.0,119.6,1614.6,Paid,False,CMP-0029,2025-04-21 00:00:00
ORD-00003306,CUST-000808,PROD-009,2024-09-06,1,299.0,0.0,23.92,322.92,Paid,False,,2024-10-19 00:00:00
ORD-00003307,CUST-000740,PROD-010,2025-03-22,1,129.0,25.8,8.26,111.46,Paid,False,CMP-0014,2025-04-17 00:00:00
ORD-00003308,CUST-000200,PROD-009,2025-02-07,4,299.0,0.0,95.68,1291.68,Paid,False,CMP-0035,2025-02-26 00:00:00
ORD-00003309,CUST-000524,PROD-002,2025-09-24,1,149.0,0.0,11.92,160.92,Pending,False,,2025-10-31 00:00:00
ORD-00003310,CUST-000526,PROD-010,2024-11-16,1,129.0,0.0,10.32,139.32,Paid,False,,2024-11-17 00:00:00
ORD-00003311,CUST-000642,PROD-003,2025-07-25,3,399.0,0.0,95.76,1292.76,Paid,False,CMP-0013,2025-09-03 00:00:00
ORD-00003312,CUST-000797,PROD-007,2025-11-30,1,249.0,12.45,18.92,255.47,Paid,False,CMP-0020,2025-12-15 00:00:00
ORD-00003313,CUST-000113,PROD-005,2025-11-27,1,499.0,0.0,39.92,538.92,Paid,False,CMP-0030,2025-12-12 00:00:00
ORD-00003314,CUST-000675,PROD-003,2025-12-27,1,399.0,39.9,28.73,387.83,Paid,False,,2026-02-05 00:00:00
ORD-00003315,CUST-000834,PROD-004,2025-05-19,1,199.0,19.9,14.33,193.43,Paid,False,CMP-0019,2025-05-29 00:00:00
ORD-00003316,CUST-000116,PROD-002,2025-01-20,1,149.0,0.0,11.92,160.92,Paid,False,,2025-01-31 00:00:00
ORD-00003317,CUST-000415,PROD-006,2024-09-29,1,79.0,7.9,5.69,76.79,Paid,False,CMP-0001,2024-10-25 00:00:00
ORD-00003318,CUST-000896,PROD-006,2025-06-15,1,79.0,0.0,6.32,85.32,Paid,False,CMP-0015,2025-06-25 00:00:00
ORD-00003319,CUST-000025,PROD-005,2024-03-07,4,499.0,99.8,151.7,2047.9,Paid,False,,2024-04-06 00:00:00
ORD-00003320,CUST-000161,PROD-002,2025-12-29,2,149.0,14.9,22.65,305.75,Paid,False,CMP-0030,2026-01-25 00:00:00
ORD-00003321,CUST-000804,PROD-008,2024-07-29,1,599.0,0.0,47.92,646.92,Paid,False,CMP-0007,2024-08-23 00:00:00
ORD-00003322,CUST-000172,PROD-003,2025-11-26,5,399.0,0.0,159.6,2154.6,Paid,False,,2025-12-16 00:00:00
ORD-00003323,CUST-000702,PROD-011,2025-08-20,3,699.0,0.0,167.76,2264.76,Paid,False,CMP-0004,2025-09-27 00:00:00
ORD-00003324,CUST-000902,PROD-001,2025-09-17,5,49.0,0.0,19.6,264.6,Paid,False,CMP-0026,2025-10-21 00:00:00
ORD-00003325,CUST-000499,PROD-001,2024-04-17,2,49.0,4.9,7.45,100.55,Paid,False,CMP-0011,2024-05-05 00:00:00
ORD-00003326,CUST-000485,PROD-004,2025-03-03,2,199.0,0.0,31.84,429.84,Paid,False,,2025-03-12 00:00:00
ORD-00003327,CUST-000429,PROD-005,2025-10-21,2,499.0,0.0,79.84,1077.84,Paid,False,,2025-11-05 00:00:00
ORD-00003328,CUST-000373,PROD-012,2024-11-28,1,189.0,37.8,12.1,163.3,Paid,False,,2024-12-04 00:00:00
ORD-00003329,CUST-000381,PROD-007,2025-05-09,2,249.0,0.0,39.84,537.84,Paid,False,,2025-06-04 00:00:00
ORD-00003330,CUST-000554,PROD-005,2025-09-08,2,499.0,199.6,63.87,862.27,Paid,True,CMP-0032,2025-10-19 00:00:00
ORD-00003331,CUST-000896,PROD-011,2025-02-11,1,699.0,69.9,50.33,679.43,Failed,False,,2025-03-13 00:00:00
ORD-00003332,CUST-000982,PROD-003,2024-12-01,4,399.0,79.8,121.3,1637.5,Paid,False,CMP-0022,2025-01-06 00:00:00
ORD-00003333,CUST-000866,PROD-011,2025-03-20,5,699.0,0.0,279.6,3774.6,Paid,False,CMP-0008,2025-04-04 00:00:00
ORD-00003334,CUST-000120,PROD-005,2025-09-18,2,499.0,149.7,67.86,916.16,Paid,False,CMP-0023,2025-10-31 00:00:00
ORD-00003335,CUST-000307,PROD-004,2024-11-05,4,199.0,119.4,54.13,730.73,Paid,False,CMP-0030,2024-11-16 00:00:00
ORD-00003336,CUST-000757,PROD-004,2025-10-25,1,199.0,19.9,14.33,193.43,Paid,False,,2025-11-20 00:00:00
ORD-00003337,CUST-000546,PROD-001,2025-04-01,5,49.0,12.25,18.62,251.37,Paid,False,,2025-05-15 00:00:00
ORD-00003338,CUST-000335,PROD-009,2025-09-08,3,299.0,0.0,71.76,968.76,Paid,False,CMP-0018,2025-09-08 00:00:00
ORD-00003339,CUST-000312,PROD-007,2025-12-24,3,249.0,0.0,59.76,806.76,Paid,False,CMP-0021,2026-01-25 00:00:00
ORD-00003340,CUST-000118,PROD-008,2025-06-03,2,599.0,239.6,76.67,1035.07,Paid,False,,2025-06-25 00:00:00
ORD-00003341,CUST-000333,PROD-008,2025-04-20,4,599.0,0.0,191.68,2587.68,Paid,False,,2025-05-18 00:00:00
ORD-00003342,CUST-000422,PROD-001,2025-08-31,2,49.0,0.0,7.84,105.84,Paid,False,CMP-0002,2025-10-08 00:00:00
ORD-00003343,CUST-000416,PROD-011,2025-01-02,5,699.0,0.0,279.6,3774.6,Paid,False,CMP-0029,2025-01-15 00:00:00
ORD-00003344,CUST-000549,PROD-007,2025-05-12,3,249.0,74.7,53.78,726.08,Failed,False,,2025-06-25 00:00:00
ORD-00003345,CUST-000273,PROD-009,2025-01-30,2,299.0,59.8,43.06,581.26,Paid,False,CMP-0010,2025-03-13 00:00:00
ORD-00003346,CUST-000206,PROD-001,2025-08-27,1,49.0,2.45,3.72,50.27,Paid,False,CMP-0033,2025-09-20 00:00:00
ORD-00003347,CUST-000888,PROD-010,2025-05-20,5,129.0,0.0,51.6,696.6,Paid,False,CMP-0017,2025-06-13 00:00:00
ORD-00003348,CUST-000406,PROD-009,2025-09-29,1,299.0,0.0,23.92,322.92,Paid,False,CMP-0004,2025-11-02 00:00:00
ORD-00003349,CUST-000255,PROD-005,2024-11-26,1,499.0,0.0,39.92,538.92,Paid,False,,2024-12-08 00:00:00
ORD-00003350,CUST-000636,PROD-012,2024-10-23,1,189.0,37.8,12.1,163.3,Paid,False,CMP-0032,2024-11-07 00:00:00
ORD-00003351,CUST-000543,PROD-008,2025-12-30,1,599.0,0.0,47.92,646.92,Paid,False,,2026-01-15 00:00:00
ORD-00003352,CUST-000577,PROD-011,2025-06-21,1,699.0,139.8,44.74,603.94,Paid,False,,2025-06-25 00:00:00
ORD-00003353,CUST-000222,PROD-010,2025-01-10,2,129.0,0.0,20.64,278.64,Paid,False,CMP-0010,2025-01-27 00:00:00
ORD-00003354,CUST-000724,PROD-003,2025-10-11,1,399.0,59.85,27.13,366.28,Paid,False,CMP-0030,2025-11-24 00:00:00
ORD-00003355,CUST-000193,PROD-012,2024-08-08,2,189.0,18.9,28.73,387.83,Paid,False,CMP-0001,2024-08-09 00:00:00
ORD-00003356,CUST-000837,PROD-009,2025-12-14,2,299.0,59.8,43.06,581.26,Paid,False,CMP-0007,2026-01-21 00:00:00
ORD-00003357,CUST-000425,PROD-003,2025-05-26,2,399.0,39.9,60.65,818.75,Paid,False,CMP-0019,2025-06-13 00:00:00
ORD-00003358,CUST-000410,PROD-010,2025-01-01,1,129.0,12.9,9.29,125.39,Paid,False,,2025-01-16 00:00:00
ORD-00003359,CUST-000389,PROD-006,2025-12-21,2,79.0,15.8,11.38,153.58,Paid,False,,2026-01-01 00:00:00
ORD-00003360,CUST-000423,PROD-011,2025-06-19,1,699.0,0.0,55.92,754.92,Paid,False,CMP-0015,2025-06-28 00:00:00
