spend_id,campaign_id,spend_date,channel,impressions,clicks,conversions,spend_amount,updated_at
SPEND-0000260,CMP-0013,2025-05-13,Paid Search,147753,6952,673,2140.96,2025-05-16 00:00:00
SPEND-0000261,CMP-0013,2025-06-13,Paid Search,6619,75,9,114.43,2025-06-14 00:00:00
SPEND-0000262,CMP-0013,2025-06-18,Paid Search,130574,2579,94,2041.46,2025-06-26 00:00:00
SPEND-0000263,CMP-0013,2025-06-24,Paid Search,127536,8775,1339,1106.89,2025-06-29 00:00:00
SPEND-0000264,CMP-0013,2025-06-27,Paid Search,170855,10607,617,1594.6,2025-06-27 00:00:00
SPEND-0000265,CMP-0013,2025-07-08,Paid Search,104643,3917,200,1254.65,2025-07-14 00:00:00
SPEND-0000266,CMP-0013,2025-07-22,Paid Search,92629,2416,321,1925.53,2025-07-26 00:00:00
SPEND-0000267,CMP-0013,2025-07-24,Paid Search,261229,4625,431,2250.04,2025-08-01 00:00:00
SPEND-0000268,CMP-0013,2025-07-25,Paid Search,37843,2175,340,495.67,2025-07-31 00:00:00
SPEND-0000269,CMP-0013,2025-07-26,Paid Search,97044,3112,293,1420.17,2025-08-04 00:00:00
SPEND-0000270,CMP-0013,2025-08-06,Paid Search,23637,400,9,352.35,2025-08-09 00:00:00
SPEND-0000271,CMP-0013,2025-08-17,Paid Search,61421,3355,298,816.74,2025-08-26 00:00:00
SPEND-0000272,CMP-0013,2025-08-24,Paid Search,243359,6478,499,2166.76,2025-08-27 00:00:00
SPEND-0000273,CMP-0013,2025-08-29,Paid Search,89865,5574,755,2240.19,2025-08-31 00:00:00
SPEND-0000274,CMP-0013,2025-09-13,Paid Search,191191,8137,834,2118.5,2025-09-13 00:00:00
SPEND-0000275,CMP-0013,2025-10-09,Paid Search,49862,2219,333,487.16,2025-10-10 00:00:00
SPEND-0000276,CMP-0013,2025-10-19,Paid Search,41359,1745,46,700.86,2025-10-25 00:00:00
SPEND-0000277,CMP-0013,2025-10-21,Paid Search,38675,565,41,467.11,2025-10-28 00:00:00
SPEND-0000278,CMP-0013,2025-10-25,Paid Search,110186,8080,906,1376.13,2025-11-01 00:00:00
SPEND-0000279,CMP-0013,2025-10-26,Paid Search,156184,11239,408,1595.99,2025-10-31 00:00:00
SPEND-0000280,CMP-0013,2025-11-04,Paid Search,62682,528,62,1736.8,2025-11-08 00:00:00
SPEND-0000281,CMP-0013,2025-11-07,Paid Search,129843,2366,256,1935.07,2025-11-12 00:00:00
SPEND-0000282,CMP-0013,2025-11-13,Paid Search,77759,3048,288,1288.17,2025-11-20 00:00:00
SPEND-0000283,CMP-0013,2025-11-14,Paid Search,154409,1917,167,1782.36,2025-11-16 00:00:00
SPEND-0000284,CMP-0013,2025-11-17,Paid Search,78044,2980,106,706.01,2025-11-26 00:00:00
SPEND-0000285,CMP-0013,2025-11-18,Paid Search,80760,836,28,692.96,2025-11-24 00:00:00
SPEND-0000286,CMP-0013,2025-11-24,Paid Search,275517,3330,232,2383.5,2025-11-26 00:00:00
SPEND-0000287,CMP-0013,2025-12-05,Paid Search,76519,3284,433,708.17,2025-12-14 00:00:00
SPEND-0000288,CMP-0013,2025-12-09,Paid Search,167412,5202,820,1619.45,2025-12-16 00:00:00
SPEND-0000289,CMP-0013,2025-12-13,Paid Search,16903,381,10,168.57,2025-12-16 00:00:00
SPEND-0000290,CMP-0013,2025-12-16,Paid Search,169073,8525,431,1669.44,2025-12-22 00:00:00
SPEND-0000291,CMP-0013,2025-12-18,Paid Search,75396,902,126,806.54,2025-12-20 00:00:00
SPEND-0000292,CMP-0013,2025-12-21,Paid Search,255066,9277,848,2314.09,2025-12-26 00:00:00
SPEND-0000293,CMP-0013,2025-12-28,Paid Search,157762,10410,625,1465.38,2026-01-02 00:00:00
SPEND-0000294,CMP-0014,2024-06-04,Paid Social,125919,8858,902,1281.25,2024-06-09 00:00:00
SPEND-0000295,CMP-0014,2024-06-05,Paid Social,70636,5040,209,900.0,2024-06-10 00:00:00
SPEND-0000296,CMP-0014,2024-06-06,Paid Social,133279,8903,1100,2009.51,2024-06-15 00:00:00
SPEND-0000297,CMP-0014,2024-06-07,Paid Social,178378,9992,661,2280.33,2024-06-14 00:00:00
SPEND-0000298,CMP-0014,2024-06-08,Paid Social,41792,344,50,498.05,2024-06-11 00:00:00
SPEND-0000299,CMP-0014,2024-06-09,Paid Social,74633,5468,413,849.06,2024-06-11 00:00:00
SPEND-0000300,CMP-0014,2024-06-10,Paid Social,112514,8120,925,950.79,2024-06-10 00:00:00
SPEND-0000301,CMP-0014,2024-06-11,Paid Social,126059,5272,501,1657.14,2024-06-12 00:00:00
SPEND-0000302,CMP-0014,2024-06-12,Paid Social,221660,14585,816,1975.4,2024-06-15 00:00:00
SPEND-0000303,CMP-0014,2024-06-13,Paid Social,64472,1193,82,546.69,2024-06-20 00:00:00
SPEND-0000304,CMP-0014,2024-06-14,Paid Social,40443,489,48,567.08,2024-06-14 00:00:00
SPEND-0000305,CMP-0014,2024-06-15,Paid Social,77261,4566,330,1078.7,2024-06-23 00:00:00
SPEND-0000306,CMP-0014,2024-06-16,Paid Social,156983,6660,105,1665.44,2024-06-16 00:00:00
SPEND-0000307,CMP-0014,2024-06-17,Paid Social,138797,3956,165,2281.22,2024-06-17 00:00:00
SPEND-0000308,CMP-0014,2024-06-18,Paid Social,161484,8058,438,1461.12,2024-06-24 00:00:00
SPEND-0000309,CMP-0014,2024-06-19,Paid Social,113350,7712,234,1900.8,2024-06-21 00:00:00
SPEND-0000310,CMP-0014,2024-06-20,Paid Social,233528,7257,893,2353.32,2024-06-24 00:00:00
SPEND-0000311,CMP-0014,2024-06-21,Paid Social,4201,147,22,115.07,2024-06-24 00:00:00
SPEND-0000312,CMP-0014,2024-06-22,Paid Social,26418,1808,177,314.14,2024-06-27 00:00:00
SPEND-0000313,CMP-0014,2024-06-23,Paid Social,86742,6163,513,736.86,2024-06-26 00:00:00
SPEND-0000314,CMP-0014,2024-06-24,Paid Social,42579,1628,234,792.15,2024-07-02 00:00:00
SPEND-0000315,CMP-0014,2024-06-25,Paid Social,222053,13500,1740,1855.94,2024-07-04 00:00:00
SPEND-0000316,CMP-0014,2024-06-26,Paid Social,17439,231,20,182.31,2024-07-04 00:00:00
SPEND-0000317,CMP-0014,2024-06-27,Paid Social,117753,8360,334,1188.64,2024-07-02 00:00:00
SPEND-0000318,CMP-0014,2024-06-28,Paid Social,150297,8646,404,1726.65,2024-07-07 00:00:00
SPEND-0000319,CMP-0014,2024-06-29,Paid Social,11879,376,29,223.22,2024-07-07 00:00:00
SPEND-0000320,CMP-0014,2024-06-30,Paid Social,150228,7855,214,1834.09,2024-07-01 00:00:00
SPEND-0000321,CMP-0014,2024-07-01,Paid Social,135690,8907,1039,1240.87,2024-07-10 00:00:00
SPEND-0000322,CMP-0014,2024-07-02,Paid Social,98125,1051,126,2224.91,2024-07-08 00:00:00
SPEND-0000323,CMP-0014,2024-07-03,Paid Social,41709,2950,52,900.95,2024-07-06 00:00:00
SPEND-0000324,CMP-0014,2024-07-04,Paid Social,68312,2434,159,1014.67,2024-07-11 00:00:00
SPEND-0000325,CMP-0014,2024-07-05,Paid Social,31560,1345,97,331.13,2024-07-10 00:00:00
SPEND-0000326,CMP-0014,2024-07-06,Paid Social,66605,1225,160,1191.97,2024-07-11 00:00:00
SPEND-0000327,CMP-0015,2024-01-14,Paid Search,100716,2432,259,1865.87,2024-01-19 00:00:00
SPEND-0000328,CMP-0015,2024-01-15,Paid Search,84135,5936,401,793.95,2024-01-19 00:00:00
SPEND-0000329,CMP-0015,2024-01-17,Paid Search,100233,7213,531,1578.33,2024-01-22 00:00:00
SPEND-0000330,CMP-0015,2024-01-18,Paid Search,62379,2627,74,1005.12,2024-01-20 00:00:00
SPEND-0000331,CMP-0015,2024-01-19,Paid Search,152569,3909,200,1513.91,2024-01-25 00:00:00
SPEND-0000332,CMP-0015,2024-01-22,Paid Search,55600,2503,277,1270.7,2024-01-25 00:00:00
SPEND-0000333,CMP-0015,2024-01-23,Paid Search,275203,8062,900,2351.43,2024-01-24 00:00:00
SPEND-0000334,CMP-0015,2024-01-24,Paid Search,85033,1418,82,2010.78,2024-01-31 00:00:00
SPEND-0000335,CMP-0015,2024-01-25,Paid Search,71119,4453,368,700.67,2024-01-29 00:00:00
SPEND-0000336,CMP-0015,2024-01-30,Paid Search,48404,1676,47,1283.44,2024-02-03 00:00:00
SPEND-0000337,CMP-0015,2024-02-02,Paid Search,36267,1612,125,389.01,2024-02-05 00:00:00
SPEND-0000338,CMP-0015,2024-02-05,Paid Search,81869,4292,243,1428.12,2024-02-12 00:00:00
SPEND-0000339,CMP-0015,2024-02-06,Paid Search,39206,2503,236,337.39,2024-02-06 00:00:00
SPEND-0000340,CMP-0015,2024-02-07,Paid Search,89563,2711,116,1066.97,2024-02-07 00:00:00
SPEND-0000341,CMP-0015,2024-02-10,Paid Search,138741,4061,574,1256.93,2024-02-19 00:00:00
SPEND-0000342,CMP-0015,2024-02-12,Paid Search,79453,1135,142,732.44,2024-02-15 00:00:00
SPEND-0000343,CMP-0015,2024-02-14,Paid Search,49414,2627,180,1183.73,2024-02-14 00:00:00
SPEND-0000344,CMP-0015,2024-02-15,Paid Search,131707,1262,107,1273.46,2024-02-22 00:00:00
SPEND-0000345,CMP-0015,2024-02-19,Paid Search,133550,8748,739,1240.09,2024-02-21 00:00:00
SPEND-0000346,CMP-0015,2024-02-21,Paid Search,106434,1400,219,1101.34,2024-02-23 00:00:00
SPEND-0000347,CMP-0015,2024-02-23,Paid Search,111139,5313,768,1559.58,2024-02-25 00:00:00
SPEND-0000348,CMP-0015,2024-02-25,Paid Search,55554,648,45,605.31,2024-02-29 00:00:00
SPEND-0000349,CMP-0015,2024-02-29,Paid Search,55742,3653,481,563.53,2024-03-07 00:00:00
SPEND-0000350,CMP-0015,2024-03-02,Paid Search,46790,2320,127,410.23,2024-03-03 00:00:00
SPEND-0000351,CMP-0015,2024-03-03,Paid Search,142454,7565,516,1468.54,2024-03-05 00:00:00
SPEND-0000352,CMP-0015,2024-03-06,Paid Search,32032,1974,281,284.2,2024-03-12 00:00:00
SPEND-0000353,CMP-0015,2024-03-11,Paid Search,37761,1721,119,684.28,2024-03-15 00:00:00
SPEND-0000354,CMP-0015,2024-03-13,Paid Search,81616,797,107,1930.08,2024-03-14 00:00:00
SPEND-0000355,CMP-0015,2024-03-17,Paid Search,64170,2911,298,585.97,2024-03-24 00:00:00
SPEND-0000356,CMP-0015,2024-03-20,Paid Search,124445,7208,377,1104.37,2024-03-20 00:00:00
SPEND-0000357,CMP-0015,2024-03-23,Paid Search,8211,502,43,174.43,2024-03-30 00:00:00
SPEND-0000358,CMP-0016,2025-09-03,Partner,27298,1329,102,455.96,2025-09-04 00:00:00
SPEND-0000359,CMP-0016,2025-09-05,Partner,243191,9168,156,2054.94,2025-09-10 00:00:00
SPEND-0000360,CMP-0016,2025-09-06,Partner,82082,4103,515,1056.55,2025-09-15 00:00:00
SPEND-0000361,CMP-0016,2025-09-09,Partner,45794,2275,182,1195.82,2025-09-10 00:00:00
SPEND-0000362,CMP-0016,2025-09-13,Partner,25365,426,42,716.77,2025-09-18 00:00:00
SPEND-0000363,CMP-0016,2025-09-22,Partner,71906,2681,284,1577.9,2025-10-01 00:00:00
SPEND-0000364,CMP-0016,2025-09-23,Partner,194589,5810,755,1700.91,2025-09-27 00:00:00
SPEND-0000365,CMP-0016,2025-09-26,Partner,53040,3531,502,630.54,2025-10-03 00:00:00
SPEND-0000366,CMP-0016,2025-10-02,Partner,149821,7694,708,1995.27,2025-10-06 00:00:00
SPEND-0000367,CMP-0016,2025-10-03,Partner,56232,3645,217,1379.85,2025-10-09 00:00:00
SPEND-0000368,CMP-0016,2025-10-05,Partner,38441,377,26,918.15,2025-10-06 00:00:00
SPEND-0000369,CMP-0016,2025-10-11,Partner,137727,4677,618,1234.29,2025-10-18 00:00:00
SPEND-0000370,CMP-0016,2025-10-14,Partner,45202,2942,307,1157.94,2025-10-20 00:00:00
SPEND-0000371,CMP-0016,2025-10-17,Partner,34179,1978,264,583.7,2025-10-24 00:00:00
SPEND-0000372,CMP-0016,2025-11-02,Partner,23202,865,80,562.62,2025-11-09 00:00:00
SPEND-0000373,CMP-0016,2025-11-03,Partner,109146,6061,589,1333.54,2025-11-08 00:00:00
SPEND-0000374,CMP-0016,2025-11-17,Partner,13025,269,19,171.84,2025-11-19 00:00:00
SPEND-0000375,CMP-0016,2025-11-19,Partner,46434,1098,64,610.48,2025-11-20 00:00:00
SPEND-0000376,CMP-0016,2025-11-21,Partner,136076,5999,957,1460.87,2025-11-22 00:00:00
SPEND-0000377,CMP-0016,2025-11-23,Partner,54101,3423,276,1068.38,2025-11-30 00:00:00
SPEND-0000378,CMP-0016,2025-12-05,Partner,61781,4271,573,1328.78,2025-12-08 00:00:00
SPEND-0000379,CMP-0016,2025-12-07,Partner,168377,5087,179,2233.54,2025-12-07 00:00:00
SPEND-0000380,CMP-0016,2025-12-09,Partner,38058,341,52,625.88,2025-12-15 00:00:00
SPEND-0000381,CMP-0016,2025-12-10,Partner,195178,11457,1553,2036.42,2025-12-15 00:00:00
SPEND-0000382,CMP-0016,2025-12-12,Partner,84141,917,95,1164.78,2025-12-14 00:00:00
SPEND-0000383,CMP-0016,2025-12-15,Partner,31870,1853,54,381.4,2025-12-15 00:00:00
SPEND-0000384,CMP-0016,2025-12-16,Partner,203148,12285,460,2100.22,2025-12-17 00:00:00
SPEND-0000385,CMP-0016,2025-12-17,Partner,77955,2800,58,1669.7,2025-12-21 00:00:00
SPEND-0000386,CMP-0017,2025-12-04,Email,48614,3312,416,1108.56,2025-12-12 00:00:00
SPEND-0000387,CMP-0017,2025-12-05,Email,62393,1209,52,1326.47,2025-12-11 00:00:00
SPEND-0000388,CMP-0017,2025-12-07,Email,144611,3976,253,1983.45,2025-12-08 00:00:00
SPEND-0000389,CMP-0017,2025-12-08,Email,56251,2133,310,702.45,2025-12-12 00:00:00
SPEND-0000390,CMP-0017,2025-12-09,Email,127336,9353,1076,2067.2,2025-12-10 00:00:00
SPEND-0000391,CMP-0017,2025-12-10,Email,249030,10131,781,2230.77,2025-12-12 00:00:00
SPEND-0000392,CMP-0017,2025-12-11,Email,53657,1683,68,883.64,2025-12-12 00:00:00
SPEND-0000393,CMP-0017,2025-12-12,Email,59132,3617,506,569.78,2025-12-21 00:00:00
SPEND-0000394,CMP-0017,2025-12-13,Email,128791,2705,92,2289.51,2025-12-14 00:00:00
SPEND-0000395,CMP-0017,2025-12-15,Email,23047,1698,202,396.51,2025-12-22 00:00:00
SPEND-0000396,CMP-0017,2025-12-16,Email,75471,2980,431,885.94,2025-12-21 00:00:00
SPEND-0000397,CMP-0017,2025-12-17,Email,36080,954,117,705.94,2025-12-18 00:00:00
SPEND-0000398,CMP-0017,2025-12-19,Email,135014,4758,246,1757.24,2025-12-24 00:00:00
SPEND-0000399,CMP-0017,2025-12-20,Email,126957,1366,79,1950.28,2025-12-21 00:00:00
SPEND-0000400,CMP-0017,2025-12-22,Email,106582,4276,219,1375.71,2025-12-23 00:00:00
SPEND-0000401,CMP-0017,2025-12-23,Email,14332,455,48,316.8,2025-12-27 00:00:00
SPEND-0000402,CMP-0017,2025-12-24,Email,4482,188,11,97.19,2025-12-24 00:00:00
SPEND-0000403,CMP-0017,2025-12-25,Email,67660,3653,215,1108.52,2025-12-26 00:00:00
SPEND-0000404,CMP-0017,2025-12-26,Email,216661,9885,230,1851.27,2025-12-28 00:00:00
SPEND-0000405,CMP-0017,2025-12-27,Email,138559,7539,750,1939.51,2025-12-30 00:00:00
SPEND-0000406,CMP-0017,2025-12-28,Email,49154,1662,63,933.75,2026-01-02 00:00:00
SPEND-0000407,CMP-0017,2025-12-29,Email,69639,3895,509,1638.99,2026-01-07 00:00:00
SPEND-0000408,CMP-0017,2025-12-31,Email,127936,5307,466,1991.43,2026-01-06 00:00:00
SPEND-0000409,CMP-0018,2023-12-14,Email,5583,249,28,89.23,2023-12-17 00:00:00
SPEND-0000410,CMP-0018,2023-12-15,Email,51841,752,105,1179.23,2023-12-18 00:00:00
SPEND-0000411,CMP-0018,2023-12-17,Email,98929,3690,565,1330.64,2023-12-21 00:00:00
SPEND-0000412,CMP-0018,2023-12-19,Email,29523,1825,277,684.45,2023-12-23 00:00:00
SPEND-0000413,CMP-0018,2023-12-22,Email,110453,5650,520,2235.83,2023-12-23 00:00:00
SPEND-0000414,CMP-0018,2023-12-23,Email,219341,3752,59,1968.72,2023-12-27 00:00:00
SPEND-0000415,CMP-0018,2023-12-24,Email,55349,3840,436,533.17,2023-12-25 00:00:00
SPEND-0000416,CMP-0018,2023-12-25,Email,100547,6067,753,1421.94,2023-12-25 00:00:00
SPEND-0000417,CMP-0018,2023-12-26,Email,33500,752,68,541.12,2023-12-26 00:00:00
SPEND-0000418,CMP-0018,2023-12-28,Email,110364,5028,686,1458.18,2023-12-28 00:00:00
SPEND-0000419,CMP-0018,2023-12-30,Email,123406,8722,245,1211.07,2024-01-05 00:00:00
SPEND-0000420,CMP-0018,2023-12-31,Email,49178,2490,254,508.01,2023-12-31 00:00:00
SPEND-0000421,CMP-0018,2024-01-01,Email,121425,3334,139,1642.01,2024-01-03 00:00:00
SPEND-0000422,CMP-0018,2024-01-02,Email,41953,2363,292,655.56,2024-01-11 00:00:00
SPEND-0000423,CMP-0018,2024-01-03,Email,103113,7503,615,1305.01,2024-01-08 00:00:00
SPEND-0000424,CMP-0018,2024-01-05,Email,95654,4971,768,2369.01,2024-01-13 00:00:00
SPEND-0000425,CMP-0018,2024-01-06,Email,74692,2471,309,1110.02,2024-01-08 00:00:00
SPEND-0000426,CMP-0018,2024-01-07,Email,93097,4480,256,1098.95,2024-01-13 00:00:00
SPEND-0000427,CMP-0018,2024-01-08,Email,3333,126,14,94.37,2024-01-08 00:00:00
SPEND-0000428,CMP-0018,2024-01-09,Email,130560,5762,461,2027.06,2024-01-18 00:00:00
SPEND-0000429,CMP-0018,2024-01-10,Email,29482,1899,62,560.01,2024-01-13 00:00:00
SPEND-0000430,CMP-0018,2024-01-11,Email,55179,615,39,720.65,2024-01-11 00:00:00
SPEND-0000431,CMP-0018,2024-01-12,Email,133258,6370,983,2005.18,2024-01-12 00:00:00
SPEND-0000432,CMP-0018,2024-01-13,Email,195044,2780,419,1658.71,2024-01-20 00:00:00
SPEND-0000433,CMP-0018,2024-01-15,Email,16473,645,92,433.35,2024-01-20 00:00:00
SPEND-0000434,CMP-0018,2024-01-17,Email,10643,364,57,290.65,2024-01-20 00:00:00
SPEND-0000435,CMP-0018,2024-01-18,Email,129325,2813,429,1653.31,2024-01-27 00:00:00
SPEND-0000436,CMP-0018,2024-01-20,Email,9691,372,53,160.54,2024-01-20 00:00:00
SPEND-0000437,CMP-0018,2024-01-21,Email,118832,6128,735,1731.62,2024-01-25 00:00:00
SPEND-0000438,CMP-0018,2024-01-22,Email,48029,3055,438,865.23,2024-01-23 00:00:00
SPEND-0000439,CMP-0018,2024-01-25,Email,183976,5851,518,2155.83,2024-01-29 00:00:00
SPEND-0000440,CMP-0018,2024-01-26,Email,175689,2440,224,1660.53,2024-02-03 00:00:00
SPEND-0000441,CMP-0018,2024-01-27,Email,157686,4488,296,1967.95,2024-01-31 00:00:00
SPEND-0000442,CMP-0018,2024-01-28,Email,200046,13692,528,2123.72,2024-01-28 00:00:00
SPEND-0000443,CMP-0018,2024-01-29,Email,50518,718,75,622.18,2024-02-05 00:00:00
SPEND-0000444,CMP-0018,2024-01-31,Email,30084,2140,221,470.58,2024-02-03 00:00:00
SPEND-0000445,CMP-0018,2024-02-01,Email,151722,9660,958,1522.22,2024-02-01 00:00:00
SPEND-0000446,CMP-0018,2024-02-02,Email,30909,750,28,306.57,2024-02-06 00:00:00
SPEND-0000447,CMP-0018,2024-02-05,Email,205795,9809,1129,2248.47,2024-02-08 00:00:00
SPEND-0000448,CMP-0018,2024-02-08,Email,164949,7328,468,2132.21,2024-02-11 00:00:00
SPEND-0000449,CMP-0018,2024-02-12,Email,180563,1874,272,2350.87,2024-02-16 00:00:00
SPEND-0000450,CMP-0018,2024-02-13,Email,83057,844,24,1442.24,2024-02-17 00:00:00
SPEND-0000451,CMP-0018,2024-02-16,Email,78665,5855,182,743.46,2024-02-24 00:00:00
SPEND-0000452,CMP-0019,2023-12-27,Paid Search,196521,4894,723,1684.15,2023-12-29 00:00:00
SPEND-0000453,CMP-0019,2024-01-05,Paid Search,36748,412,37,379.51,2024-01-07 00:00:00
SPEND-0000454,CMP-0019,2024-01-07,Paid Search,249486,16399,2446,2346.29,2024-01-07 00:00:00
SPEND-0000455,CMP-0019,2024-01-11,Paid Search,104484,7835,515,1751.08,2024-01-15 00:00:00
SPEND-0000456,CMP-0019,2024-01-13,Paid Search,162160,8598,129,1822.01,2024-01-21 00:00:00
SPEND-0000457,CMP-0019,2024-01-14,Paid Search,60721,4550,207,1410.15,2024-01-14 00:00:00
SPEND-0000458,CMP-0019,2024-01-16,Paid Search,176232,8211,632,1915.3,2024-01-24 00:00:00
SPEND-0000459,CMP-0019,2024-01-19,Paid Search,125803,7370,306,1849.56,2024-01-19 00:00:00
SPEND-0000460,CMP-0019,2024-01-22,Paid Search,186230,6587,769,1866.54,2024-01-30 00:00:00
SPEND-0000461,CMP-0019,2024-01-25,Paid Search,73068,2882,210,1262.4,2024-02-02 00:00:00
SPEND-0000462,CMP-0019,2024-01-26,Paid Search,10424,600,35,115.03,2024-01-27 00:00:00
SPEND-0000463,CMP-0019,2024-01-27,Paid Search,128422,6268,835,2392.91,2024-01-31 00:00:00
SPEND-0000464,CMP-0019,2024-01-28,Paid Search,107831,6241,325,999.88,2024-02-04 00:00:00
SPEND-0000465,CMP-0019,2024-02-03,Paid Search,113074,2899,202,1792.17,2024-02-12 00:00:00
SPEND-0000466,CMP-0019,2024-02-04,Paid Search,6427,345,23,112.05,2024-02-07 00:00:00
SPEND-0000467,CMP-0019,2024-02-06,Paid Search,140346,10327,794,1547.89,2024-02-06 00:00:00
SPEND-0000468,CMP-0019,2024-02-12,Paid Search,161352,7029,914,1744.89,2024-02-17 00:00:00
SPEND-0000469,CMP-0019,2024-02-19,Paid Search,146925,3989,518,1599.5,2024-02-25 00:00:00
SPEND-0000470,CMP-0019,2024-02-29,Paid Search,98624,3362,391,2039.65,2024-03-05 00:00:00
SPEND-0000471,CMP-0019,2024-03-02,Paid Search,237426,11615,1416,2185.87,2024-03-06 00:00:00
SPEND-0000472,CMP-0019,2024-03-04,Paid Search,36589,2633,182,478.88,2024-03-08 00:00:00
SPEND-0000473,CMP-0019,2024-03-12,Paid Search,150428,2223,50,1306.28,2024-03-20 00:00:00
SPEND-0000474,CMP-0019,2024-03-14,Paid Search,81215,2799,249,887.87,2024-03-20 00:00:00
SPEND-0000475,CMP-0019,2024-03-17,Paid Search,173409,9265,1477,2320.5,2024-03-23 00:00:00
SPEND-0000476,CMP-0019,2024-03-24,Paid Search,9589,489,32,101.15,2024-03-27 00:00:00
SPEND-0000477,CMP-0019,2024-03-25,Paid Search,177710,4163,179,1777.13,2024-03-25 00:00:00
SPEND-0000478,CMP-0019,2024-03-28,Paid Search,48823,756,12,1069.42,2024-04-03 00:00:00
SPEND-0000479,CMP-0019,2024-03-31,Paid Search,24526,1736,226,266.03,2024-04-01 00:00:00
SPEND-0000480,CMP-0019,2024-04-05,Paid Search,144106,3392,247,1691.69,2024-04-09 00:00:00
SPEND-0000481,CMP-0019,2024-04-06,Paid Search,69122,4907,271,1189.71,2024-04-13 00:00:00
SPEND-0000482,CMP-0019,2024-04-07,Paid Search,63678,3521,441,841.45,2024-04-13 00:00:00
SPEND-0000483,CMP-0019,2024-04-13,Paid Search,50867,2582,51,623.47,2024-04-21 00:00:00
SPEND-0000484,CMP-0019,2024-04-19,Paid Search,136838,2959,255,1530.62,2024-04-26 00:00:00
SPEND-0000485,CMP-0020,2025-01-27,Email,11196,612,70,99.36,2025-01-30 00:00:00
SPEND-0000486,CMP-0020,2025-01-28,Email,231420,10688,436,2310.75,2025-02-05 00:00:00
SPEND-0000487,CMP-0020,2025-02-04,Email,135417,5853,642,1744.27,2025-02-12 00:00:00
SPEND-0000488,CMP-0020,2025-02-05,Email,42436,1024,127,684.81,2025-02-12 00:00:00
SPEND-0000489,CMP-0020,2025-02-07,Email,99028,4322,596,1156.67,2025-02-08 00:00:00
SPEND-0000490,CMP-0020,2025-02-13,Email,201793,8407,201,2353.74,2025-02-18 00:00:00
SPEND-0000491,CMP-0020,2025-02-18,Email,67507,3173,208,1062.69,2025-02-25 00:00:00
SPEND-0000492,CMP-0020,2025-02-19,Email,149148,9699,1284,2397.59,2025-02-22 00:00:00
SPEND-0000493,CMP-0020,2025-02-20,Email,56071,3233,229,832.83,2025-02-28 00:00:00
SPEND-0000494,CMP-0020,2025-03-02,Email,99966,3028,68,1247.52,2025-03-02 00:00:00
SPEND-0000495,CMP-0020,2025-03-04,Email,127974,8996,1223,1095.88,2025-03-10 00:00:00
SPEND-0000496,CMP-0020,2025-03-06,Email,59588,3906,169,505.44,2025-03-09 00:00:00
SPEND-0000497,CMP-0020,2025-03-09,Email,91993,4488,487,1067.59,2025-03-11 00:00:00
SPEND-0000498,CMP-0020,2025-03-17,Email,48725,1292,122,438.75,2025-03-26 00:00:00
SPEND-0000499,CMP-0020,2025-03-31,Email,128683,4054,128,1364.54,2025-04-03 00:00:00
SPEND-0000500,CMP-0020,2025-04-05,Email,27611,367,32,498.6,2025-04-13 00:00:00
SPEND-0000501,CMP-0020,2025-04-11,Email,117831,1610,219,1485.42,2025-04-20 00:00:00
SPEND-0000502,CMP-0020,2025-04-14,Email,157372,7270,835,2357.56,2025-04-14 00:00:00
SPEND-0000503,CMP-0020,2025-04-23,Email,138703,8377,830,1301.8,2025-04-25 00:00:00
SPEND-0000504,CMP-0021,2023-12-27,Email,143468,5958,348,1319.53,2023-12-31 00:00:00
SPEND-0000505,CMP-0021,2024-01-20,Email,59475,1370,141,1050.59,2024-01-20 00:00:00
SPEND-0000506,CMP-0021,2024-01-22,Email,71666,1596,254,800.86,2024-01-22 00:00:00
SPEND-0000507,CMP-0021,2024-01-24,Email,135933,5945,749,1536.45,2024-02-02 00:00:00
SPEND-0000508,CMP-0021,2024-02-06,Email,114884,4207,389,2023.22,2024-02-12 00:00:00
SPEND-0000509,CMP-0021,2024-02-11,Email,51808,474,32,904.4,2024-02-20 00:00:00
SPEND-0000510,CMP-0021,2024-02-15,Email,180995,5570,678,1940.36,2024-02-19 00:00:00
SPEND-0000511,CMP-0021,2024-02-25,Email,26509,799,15,438.93,2024-03-01 00:00:00
SPEND-0000512,CMP-0021,2024-02-28,Email,65361,3776,348,1072.11,2024-03-07 00:00:00
SPEND-0000513,CMP-0021,2024-03-03,Email,198030,13452,1608,2132.53,2024-03-04 00:00:00
SPEND-0000514,CMP-0021,2024-03-19,Email,47319,1909,178,1077.62,2024-03-26 00:00:00
SPEND-0000515,CMP-0021,2024-03-20,Email,36112,1182,89,662.12,2024-03-22 00:00:00
SPEND-0000516,CMP-0022,2025-05-29,Paid Search,159526,3708,353,1542.92,2025-06-01 00:00:00
SPEND-0000517,CMP-0022,2025-05-30,Paid Search,258485,17400,1795,2329.33,2025-06-04 00:00:00
SPEND-0000518,CMP-0022,2025-06-01,Paid Search,64263,3826,296,619.0,2025-06-07 00:00:00
SPEND-0000519,CMP-0022,2025-06-05,Paid Search,115450,7480,790,2068.3,2025-06-11 00:00:00
SPEND-0000520,CMP-0022,2025-06-10,Paid Search,84417,4770,326,904.05,2025-06-10 00:00:00
SPEND-0000521,CMP-0022,2025-06-12,Paid Search,30405,2235,160,610.49,2025-06-17 00:00:00
